split,label,width,height,path
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_002_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_003_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_004_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_005_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_006_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_007_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_008_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_009_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_010_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_011_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_012_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_013_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_014_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f3.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f4.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f5.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f6.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f7.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f8.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_015_f9.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f0.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f1.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f10.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f11.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f12.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f13.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f14.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f2.jpg
train,real,299,299,C:\TFG\Dataset_Final_Procesado\Dataset_Final_Procesado\train\real\original_016_f3.jpg
